id,pid,good,keymove,jump,costopall,wrap,created_at,updated_at,cochangescore,movetomouse,moveanimate
70,251449727,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 14:23:45 UTC,false,false,false
71,252148107,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 14:59:26 UTC,true,false,true
72,252292026,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:00:59 UTC,false,false,true
73,252428273,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:01:20 UTC,false,false,false
74,252600606,false,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:02:28 UTC,false,false,false
75,253784306,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:03:45 UTC,false,false,false
76,254340380,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:05:58 UTC,false,false,false
77,255456782,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:07:14 UTC,false,false,false
78,255962486,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:08:02 UTC,false,false,false
79,256053468,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:08:35 UTC,false,false,false
80,256893285,true,false,false,false,true,2020-02-24 22:06:10 UTC,2020-02-25 15:10:00 UTC,false,false,false
81,258034608,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:10:25 UTC,false,false,false
82,260520874,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:14:00 UTC,false,false,false
83,261105845,false,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:17:42 UTC,false,false,false
84,261159557,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:18:14 UTC,false,false,false
85,262518009,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:20:33 UTC,false,false,false
86,262553695,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:21:58 UTC,true,true,false
87,262736816,true,true,true,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:24:10 UTC,false,false,false
88,262832988,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:24:34 UTC,true,false,false
89,262919151,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:32:06 UTC,false,false,false
90,263014804,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:32:31 UTC,false,false,false
91,263469107,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:34:38 UTC,false,false,false
92,264021792,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:35:35 UTC,false,false,false
93,264055551,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:36:29 UTC,false,false,false
94,264798262,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:37:18 UTC,true,true,false
95,264993553,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:40:35 UTC,false,false,false
96,266566807,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:42:09 UTC,false,false,false
97,267076849,true,true,false,true,false,2020-02-24 22:06:10 UTC,2020-02-25 15:44:37 UTC,false,false,false
98,267077148,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:48:28 UTC,false,false,false
99,268284506,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:49:14 UTC,false,false,false
100,269007251,true,true,true,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:50:11 UTC,false,false,false
101,269015394,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 15:50:38 UTC,true,false,false
102,269048153,true,true,true,false,false,2020-02-24 22:06:10 UTC,2020-02-25 18:41:18 UTC,true,false,true
103,269082142,true,true,false,true,false,2020-02-24 22:06:10 UTC,2020-02-25 18:42:47 UTC,false,false,false
104,269105775,true,true,true,false,false,2020-02-24 22:06:10 UTC,2020-02-25 18:43:58 UTC,false,false,false
105,269430423,true,false,true,false,false,2020-02-24 22:06:10 UTC,2020-02-25 18:46:45 UTC,true,false,false
106,269441048,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 18:47:07 UTC,false,false,false
107,270057526,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 18:49:22 UTC,true,false,false
108,271429019,false,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 18:50:35 UTC,false,false,false
109,271886487,false,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 18:52:28 UTC,false,false,false
110,272791133,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 18:54:27 UTC,false,false,false
111,272811203,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 18:57:07 UTC,false,false,false
112,273051471,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 18:57:46 UTC,false,false,false
113,273435901,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:06:42 UTC,false,true,false
114,273705529,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:08:34 UTC,true,true,false
115,274408891,false,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:09:37 UTC,false,false,false
116,275964961,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:10:00 UTC,false,false,false
117,276939987,false,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:12:38 UTC,false,false,false
118,277259556,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:15:14 UTC,true,true,false
119,279022861,true,false,true,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:16:54 UTC,false,false,false
120,280901498,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:17:19 UTC,false,false,false
121,281793856,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:18:22 UTC,false,false,false
122,281909875,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:18:55 UTC,false,false,false
123,282518642,true,true,true,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:20:24 UTC,false,false,false
124,283935403,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:21:08 UTC,false,false,false
125,283938432,true,true,true,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:23:07 UTC,true,false,false
126,284069047,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:24:11 UTC,false,false,false
127,284399185,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:24:55 UTC,false,false,false
128,284652943,true,true,true,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:25:36 UTC,false,false,false
129,284864726,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:26:51 UTC,false,false,false
130,285093937,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:27:26 UTC,false,false,false
131,285555289,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:27:48 UTC,false,false,false
132,286120824,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:28:32 UTC,true,false,false
133,286238559,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:30:01 UTC,true,false,false
134,288697651,true,false,false,true,false,2020-02-24 22:06:10 UTC,2020-02-25 19:31:43 UTC,false,false,false
135,289278661,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:33:07 UTC,false,false,true
136,289532890,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:35:19 UTC,false,false,false
137,290934416,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 19:41:51 UTC,true,false,true
138,290958060,true,true,false,true,false,2020-02-24 22:06:10 UTC,2020-02-25 19:43:02 UTC,false,false,false
139,292752507,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 23:26:38 UTC,true,true,true
140,293376111,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 23:28:37 UTC,true,false,false
141,294425987,false,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 23:28:58 UTC,false,false,false
142,296336850,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 23:29:26 UTC,false,false,false
143,296589127,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 23:30:18 UTC,false,false,false
144,297792980,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 23:31:16 UTC,false,false,false
145,298043856,false,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 23:31:44 UTC,false,false,false
146,298564246,false,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 23:32:34 UTC,false,false,false
147,298878259,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 23:33:33 UTC,false,false,false
148,299017028,false,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 23:34:25 UTC,false,false,false
149,299261057,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 23:35:06 UTC,false,false,false
150,299331500,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 23:35:40 UTC,false,false,false
151,299919444,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 20:09:56 UTC,false,false,false
152,300964028,true,true,true,false,false,2020-02-24 22:06:10 UTC,2020-02-25 20:16:51 UTC,true,false,false
153,300990323,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 20:17:28 UTC,false,false,false
154,301099629,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 20:21:28 UTC,false,false,false
155,301146691,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 20:23:32 UTC,false,false,false
156,301359277,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 20:24:52 UTC,false,false,false
157,301656115,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 20:25:42 UTC,false,false,false
158,302635792,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 20:27:49 UTC,true,false,false
159,302878518,false,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 20:31:06 UTC,false,false,false
160,303070274,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 20:32:50 UTC,false,false,false
161,303226336,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 21:39:55 UTC,true,false,false
162,303550038,true,true,true,false,false,2020-02-24 22:06:10 UTC,2020-02-25 21:40:52 UTC,true,true,true
163,303769960,false,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 20:37:49 UTC,false,false,false
164,304804001,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 20:40:07 UTC,false,false,false
165,304815002,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 20:42:00 UTC,false,false,false
166,305106167,true,true,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 20:43:20 UTC,false,false,false
167,305605391,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 20:45:04 UTC,false,false,false
168,306083730,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 20:46:36 UTC,false,false,false
169,306129754,true,true,true,false,false,2020-02-24 22:06:10 UTC,2020-02-25 20:48:10 UTC,true,false,false
170,306519574,true,false,false,false,false,2020-02-24 22:06:10 UTC,2020-02-25 21:41:46 UTC,false,true,false
171,306774020,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-25 21:26:28 UTC,false,false,false
172,307117392,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-25 21:33:47 UTC,true,false,true
173,307814279,true,true,true,false,false,2020-02-24 22:06:11 UTC,2020-02-25 21:37:14 UTC,true,false,false
174,307835848,true,true,true,false,false,2020-02-24 22:06:11 UTC,2020-02-25 21:43:29 UTC,false,false,false
175,308282806,true,true,false,false,false,2020-02-24 22:06:11 UTC,2020-02-25 21:45:51 UTC,true,false,false
176,308377412,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-25 23:37:14 UTC,false,true,false
177,308474498,true,false,true,false,false,2020-02-24 22:06:11 UTC,2020-02-25 23:40:09 UTC,false,false,false
178,308858123,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:01:34 UTC,true,true,false
179,309918405,true,true,false,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:07:10 UTC,true,false,false
180,310790479,true,false,false,true,false,2020-02-24 22:06:11 UTC,2020-02-26 04:07:52 UTC,false,true,false
181,310875008,true,true,true,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:10:25 UTC,true,false,true
182,311602210,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:11:45 UTC,false,false,false
183,311651313,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:12:59 UTC,false,true,false
184,312227181,true,true,false,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:14:25 UTC,false,false,false
185,312337968,true,true,true,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:16:58 UTC,true,true,true
186,312545705,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:17:53 UTC,true,true,false
187,312764982,true,true,true,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:19:27 UTC,true,true,true
188,313241687,true,true,false,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:22:34 UTC,true,false,false
189,314445343,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:23:37 UTC,false,false,false
190,314454470,true,true,true,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:26:14 UTC,true,false,false
191,314457241,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:28:22 UTC,true,false,false
192,314470729,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:30:15 UTC,false,true,false
193,314518674,true,true,false,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:31:23 UTC,false,false,false
194,314589690,true,true,true,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:33:53 UTC,false,false,false
195,315330179,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:34:33 UTC,false,false,false
196,315330586,true,true,false,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:38:47 UTC,false,false,false
197,315644255,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:41:12 UTC,false,false,false
198,316197399,true,true,true,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:43:55 UTC,true,false,false
199,316381058,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:45:19 UTC,false,false,false
200,317022230,true,true,false,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:46:22 UTC,true,false,false
201,317214143,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:48:00 UTC,false,false,false
202,317492801,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:06:03 UTC,false,false,false
203,317780048,true,true,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:07:06 UTC,true,false,false
204,317922885,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:07:43 UTC,false,false,false
205,318314072,true,true,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:08:35 UTC,true,false,true
206,318462980,false,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:09:22 UTC,false,false,false
207,318576175,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:09:46 UTC,false,false,false
208,318804652,true,true,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:10:59 UTC,false,false,false
209,318963898,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:11:28 UTC,false,false,false
210,319354994,true,true,true,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:12:47 UTC,true,false,false
211,319895660,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:13:44 UTC,false,false,false
212,319942679,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:14:16 UTC,false,false,false
213,319997177,true,true,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:14:55 UTC,false,false,false
214,320076188,true,true,true,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:16:06 UTC,false,false,true
215,320078671,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-26 04:36:22 UTC,false,false,false
216,320169400,false,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:16:48 UTC,false,false,false
217,320305461,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:17:57 UTC,false,false,false
218,320369600,true,true,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:20:39 UTC,true,false,false
219,320835994,false,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:22:06 UTC,false,false,false
220,320907890,false,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:23:09 UTC,false,false,false
221,321136298,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:23:41 UTC,false,false,false
222,321165448,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:24:15 UTC,false,false,false
223,321528512,true,true,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:26:40 UTC,false,false,true
224,321592547,true,true,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:27:17 UTC,false,false,false
225,321617853,true,true,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:29:20 UTC,true,false,true
226,321705326,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:30:01 UTC,false,false,false
227,321747452,false,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:30:41 UTC,false,false,false
228,321822779,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:31:14 UTC,false,false,false
229,321871496,false,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:32:22 UTC,false,false,false
230,322009971,true,true,true,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:34:15 UTC,true,false,true
231,322039758,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:34:58 UTC,false,false,false
232,322099032,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:36:26 UTC,false,false,false
233,322102179,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:36:58 UTC,false,false,false
234,322107134,true,true,true,false,false,2020-02-24 22:06:11 UTC,2020-02-27 03:38:09 UTC,false,false,true
235,322112592,true,true,true,false,false,2020-02-24 22:06:11 UTC,2020-02-27 16:18:48 UTC,false,false,false
236,322307249,true,true,true,false,false,2020-02-24 22:06:11 UTC,2020-02-27 16:19:44 UTC,false,false,false
237,322338857,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 16:20:09 UTC,false,false,false
238,322355732,true,true,true,false,false,2020-02-24 22:06:11 UTC,2020-02-27 16:20:59 UTC,true,false,false
239,322368928,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 16:21:47 UTC,false,false,false
240,322370056,true,true,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 16:23:07 UTC,true,true,false
241,322384400,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 16:24:24 UTC,false,false,false
242,322410568,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 16:24:48 UTC,false,false,false
243,322415923,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 16:25:12 UTC,false,false,false
244,322490602,true,true,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 16:26:10 UTC,true,false,false
245,322495623,true,true,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 16:28:11 UTC,true,false,false
246,322496647,false,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 16:29:10 UTC,false,false,false
247,322623552,true,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 16:29:39 UTC,false,true,false
248,322660597,false,false,false,false,false,2020-02-24 22:06:11 UTC,2020-02-27 16:31:01 UTC,false,false,false
